"","dim1","dim2"
"naive.cytotoxic10361",-107.208879177209,17.1424581455631
"naive.cytotoxic757",-101.576992501552,18.1335226479166
"naive.cytotoxic8168",-105.454676650425,43.6739963671028
"naive.cytotoxic8221",-119.864873784782,39.0035223272599
"naive.cytotoxic3749",-114.116646556508,53.3639019632205
"naive.cytotoxic7623",-109.484970513902,20.8368440894998
"naive.cytotoxic7654",-106.397092347478,27.3631056982509
"naive.cytotoxic5884",-105.859638719301,25.4501704432948
"naive.cytotoxic10216",-95.5920828977304,15.1467776947206
"naive.cytotoxic1735",-122.088983976334,17.5954056198382
"naive.cytotoxic5028",-98.7640217427493,15.8264247053228
"naive.cytotoxic2396",-110.227744151855,16.6779826617721
"naive.cytotoxic11678",-119.30783472341,19.1573391469197
"naive.cytotoxic5905",-94.0922637868209,13.1682802076324
"naive.cytotoxic4467",-117.578995873581,30.4300743008253
"naive.cytotoxic10143",-95.1011912793696,39.0000128560853
"naive.cytotoxic8282",-120.686717974322,-13.1180082317099
"naive.cytotoxic4267",-107.963607027267,35.509950026432
"naive.cytotoxic4455",-115.213150328786,30.6892184330837
"naive.cytotoxic2287",-111.159852334463,25.0518623552342
"naive.cytotoxic9329",-118.973920297548,8.27847898277573
"naive.cytotoxic41",-87.6381310148144,7.45367606467622
"naive.cytotoxic11098",-106.845513266251,3.32221000047954
"naive.cytotoxic8218",-106.910920560291,18.0280924906372
"naive.cytotoxic3013",-98.153357006908,5.90445639262609
"naive.cytotoxic7930",-110.384251049673,36.0242703885343
"naive.cytotoxic5682",-107.800852051948,33.2364644666854
"naive.cytotoxic10781",-111.060021405977,5.30560413131544
"naive.cytotoxic3640",-104.200916951328,51.3782713371182
"naive.cytotoxic11065",-95.8376920825393,46.9840420707918
"naive.cytotoxic3110",-140.250232042703,43.2849582572212
"naive.cytotoxic5279",-91.4692406938316,10.5172219013481
"naive.cytotoxic8429",-97.6267861968873,35.5401821817215
"naive.cytotoxic10754",-108.093751754059,21.8943780325708
"naive.cytotoxic6111",-104.743318024178,41.6099590215007
"naive.cytotoxic5960",-119.188496612678,22.478946505957
"naive.cytotoxic593",-127.245134713319,26.6206999404919
"naive.cytotoxic2969",-126.285790282165,23.2778035513182
"naive.cytotoxic9387",-131.169979837713,44.1245065904426
"naive.cytotoxic2359",-105.711095671594,25.8721477843223
"naive.cytotoxic10487",-107.33206026799,38.1894424112004
"naive.cytotoxic4336",-120.415985173642,51.7561001776694
"naive.cytotoxic3213",-111.383854033746,4.47892746681951
"naive.cytotoxic7021",-115.634475072367,33.9668715376712
"naive.cytotoxic1969",-88.4049271247645,37.662128062453
"naive.cytotoxic5819",-87.6696156503607,24.0941562936689
"naive.cytotoxic11461",-109.649212116462,16.0024504649104
"naive.cytotoxic6895",-64.4106618465226,93.7765885603642
"naive.cytotoxic9406",-111.877926716422,-6.78612920856521
"naive.cytotoxic6885",-98.0789433588214,31.5116296448402
"naive.cytotoxic6444",-98.4546235391421,0.340318824645853
"naive.cytotoxic9068",-120.527721107285,7.63002558998395
"naive.cytotoxic1692",-113.468908245393,29.4770681603642
"naive.cytotoxic4665",-115.878695260739,26.4321194772532
"naive.cytotoxic9555",-105.240956461236,8.36227871724756
"naive.cytotoxic11281",-122.970985447004,39.4835384953556
"naive.cytotoxic458",-86.6115082034219,29.5270304434863
"naive.cytotoxic7954",-105.537961380633,30.6439451642218
"naive.cytotoxic1939",-96.9747065873794,32.3697873175285
"naive.cytotoxic1383",-114.825214147998,17.7012832894081
"naive.cytotoxic1574",-111.148432033588,0.00695572989522926
"naive.cytotoxic4646",-124.662670072801,27.5139311515277
"naive.cytotoxic2564",-106.419194096861,22.3056045621377
"naive.cytotoxic8281",-117.318590612367,5.86721799057275
"naive.cytotoxic1867",-89.6253141423581,40.752300024644
"naive.cytotoxic4045",-92.4004829551971,-5.81703265387359
"naive.cytotoxic3957",-109.136509018519,18.1611488320371
"naive.cytotoxic7541",-112.158718474552,33.0532562990287
"naive.cytotoxic4818",-99.7714246474772,41.8166999851707
"naive.cytotoxic7932",-103.281048536512,33.3973549238449
"naive.cytotoxic11814",-110.849708285823,46.0545810004737
"naive.cytotoxic10729",-102.724297900199,40.9158024073362
"naive.cytotoxic4040",-110.948241594958,15.5254183051988
"naive.cytotoxic3054",-116.397553486149,11.9147201748709
"naive.cytotoxic3824",-113.813056669065,25.4066824752301
"naive.cytotoxic5854",-125.239700087247,21.6285755167034
"naive.cytotoxic225",-67.4171423324496,35.0332803101478
"naive.cytotoxic3383",-84.8961605744059,59.928060195457
"naive.cytotoxic7815",-100.889554764297,27.3666734167887
"naive.cytotoxic1541",-86.5034508607608,49.097272028642
"naive.cytotoxic1375",-117.447500011744,25.3430493791253
"naive.cytotoxic383",-88.5440058659177,32.9300080786951
"naive.cytotoxic3423",-111.422031646244,29.3078681324966
"naive.cytotoxic6849",-113.046287817113,35.4322628620507
"naive.cytotoxic11886",-113.746669590205,40.8965855422258
"naive.cytotoxic8612",-108.137719748483,31.3056633692715
"naive.cytotoxic10628",-106.572461322324,36.2451093061702
"naive.cytotoxic8757",-123.783146645022,24.2559202534237
"naive.cytotoxic4804",-102.263872864762,31.2945360061823
"naive.cytotoxic976",-103.775690574297,19.54798092722
"naive.cytotoxic5023",-106.665623676363,35.6730940830752
"naive.cytotoxic1533",-112.650801778836,26.8519885884427
"naive.cytotoxic363",-101.908276747421,31.8918399105203
"naive.cytotoxic1504",-99.4914444461014,36.0178391988188
"naive.cytotoxic4233",-89.2303063835664,26.9774664772469
"naive.cytotoxic2909",-69.4511477758705,85.6674729391285
"naive.cytotoxic6117",-104.573018067293,5.30346561037152
"naive.cytotoxic6723",-119.766307453529,26.8354599466622
"naive.cytotoxic5290",-105.480892093674,18.1728287149206
"naive.cytotoxic8574",-129.806611762356,11.5021275744446
"naive.cytotoxic3982",-109.999379748197,35.0925978546541
"naive.cytotoxic2458",-110.601423748224,2.9110800180552
"naive.cytotoxic11739",-121.841008588335,28.2454848856955
"naive.cytotoxic25",-101.12145515372,41.9192392447117
"naive.cytotoxic11063",-84.671441594224,38.4157419382873
"naive.cytotoxic9824",-117.992358209707,29.5161218539763
"naive.cytotoxic3901",-103.957333618121,33.7655622849835
"naive.cytotoxic8650",-82.4928470333946,27.0710833277701
"naive.cytotoxic1644",-117.57915550527,40.425183378939
"naive.cytotoxic2860",-112.146961640494,15.891601883786
"naive.cytotoxic8413",-115.833927214956,25.0267338172866
"naive.cytotoxic1674",-100.58843409224,13.8797195189663
"naive.cytotoxic9730",-89.0297625132526,28.997386023198
"naive.cytotoxic4520",-113.701732712624,33.3355798264264
"naive.cytotoxic5160",-113.203082138416,22.0266874597206
"naive.cytotoxic6423",-129.410028310525,20.0201499704764
"naive.cytotoxic1193",-109.877860538626,21.1354671024956
"naive.cytotoxic9049",-133.837747551817,22.8037212875336
"naive.cytotoxic4268",-116.295813939281,21.632199169853
"naive.cytotoxic10851",-127.280336886317,40.4579410838535
"naive.cytotoxic8534",-105.776015045398,15.8461220562325
"naive.cytotoxic2341",-107.575113607085,33.9835700939453
"naive.cytotoxic2143",-111.486692558314,8.26571577470182
"naive.cytotoxic7262",-116.246129693534,24.1973762212436
"naive.cytotoxic2366",-113.390098512927,11.9117457895197
"naive.cytotoxic10741",-115.976242358676,26.2318640780115
"naive.cytotoxic3708",-94.134584658151,31.1332665719004
"naive.cytotoxic2171",-114.106836936219,34.1524916679624
"naive.cytotoxic10885",-112.478197906503,25.1693859241365
"naive.cytotoxic4866",-97.5109317000634,38.8071267097614
"naive.cytotoxic7248",-94.0984950670694,21.3958397397409
"naive.cytotoxic452",-101.995406633901,37.4331619024226
"naive.cytotoxic10093",-110.132517512965,10.8517802822506
"naive.cytotoxic7241",-108.672431025722,23.9264434992397
"naive.cytotoxic5397",-106.479108164429,7.38218982153597
"naive.cytotoxic3079",-103.391203970388,35.6791626996746
"naive.cytotoxic2993",-120.110452378847,24.2547376550879
"naive.cytotoxic2096",-95.7940934998784,33.8172959425751
"naive.cytotoxic7635",-125.394175586773,20.7061001419447
"naive.cytotoxic2570",-88.392454802179,35.9206566357449
"naive.cytotoxic298",-104.964842134852,4.86207793971631
"naive.cytotoxic7927",-109.209389295417,6.72087731267598
"naive.cytotoxic937",-84.3065298620348,35.6063394159717
"naive.cytotoxic181",-112.724727462751,25.32415370107
"naive.cytotoxic2625",-122.556893228256,13.0951741882893
"naive.cytotoxic3955",-103.378889750161,22.4491264573786
"naive.cytotoxic147",-102.473987166377,41.9104523777971
"naive.cytotoxic1833",-96.2921129906086,21.2265166773163
"naive.cytotoxic1513",-110.060331099742,16.5126651232211
"naive.cytotoxic1982",-89.8121185817367,-2.27117339117495
"naive.cytotoxic10852",-116.639379794936,31.5496307090425
"naive.cytotoxic8048",-109.144243841657,42.35615672733
"naive.cytotoxic146",-114.895567915289,41.6106404908441
"naive.cytotoxic7516",-120.788169270693,20.1366389462966
"naive.cytotoxic9772",-94.7556225995577,25.0731680557892
"naive.cytotoxic5392",-118.111982134545,11.9046639843684
"naive.cytotoxic5613",-92.2310669167745,30.1185337800708
"naive.cytotoxic8304",-116.67907646037,3.62064264562995
"naive.cytotoxic5497",-125.389188081993,4.81319848623232
"naive.cytotoxic3224",-116.647047160201,21.0637778269873
"naive.cytotoxic99",-107.8109550336,30.1874850848266
"naive.cytotoxic254",-108.376856058972,19.4240588177799
"naive.cytotoxic2748",-115.115970469193,30.8144098088653
"naive.cytotoxic10317",-106.266853151549,21.4478925472303
"naive.cytotoxic10953",-99.3909028880493,40.9514314318473
"naive.cytotoxic4815",-104.976966232855,25.8486383631716
"naive.cytotoxic1785",-105.008096408614,33.4781738051999
"naive.cytotoxic4210",-97.9248153729849,26.6179724903457
"naive.cytotoxic4411",-96.2069772195306,21.8862796780254
"naive.cytotoxic6624",-115.990786815605,28.1684672420903
"naive.cytotoxic3629",-107.438529713303,41.10464913934
"naive.cytotoxic9160",-108.909022233018,17.2482741049857
"naive.cytotoxic10818",-111.76473621757,16.4382913225263
"naive.cytotoxic7827",-123.2894689152,13.7028232435145
"naive.cytotoxic3593",-97.5293086255812,33.1165302722404
"naive.cytotoxic9686",-119.071187694148,51.8489134205212
"naive.cytotoxic7207",-104.968656336061,6.56361974428204
"naive.cytotoxic6099",-108.068621009889,14.9146004635616
"naive.cytotoxic7018",-90.3930229557074,6.39299836376045
"naive.cytotoxic3612",-120.280808373782,18.9654198449925
"naive.cytotoxic7582",-111.046895768358,16.5185017209657
"naive.cytotoxic4492",-105.451646810278,28.5405150508777
"naive.cytotoxic6974",-109.624066023757,13.6271666329315
"naive.cytotoxic9346",-103.066362810351,19.641846177221
"naive.cytotoxic3531",-110.034108297505,22.8009685749502
"naive.cytotoxic2327",-113.85648274818,19.775573907198
"naive.cytotoxic5972",-113.462096007641,18.6580949282089
"naive.cytotoxic2001",-113.94261119054,33.5773221846874
"naive.cytotoxic3203",-103.971712128235,5.90590199235312
"naive.cytotoxic7323",-105.507408881028,30.4042138166214
"naive.cytotoxic4007",-104.983860261104,60.7224987092598
"naive.cytotoxic8577",-111.652615151754,24.6855372422425
"naive.cytotoxic2662",-118.022137001566,12.0941848192392
"naive.cytotoxic534",-125.676020789125,21.3181873467333
"naive.cytotoxic11401",-116.78555817297,42.0149970694867
"naive.cytotoxic9206",-123.680890321244,2.8207188986474
"naive.cytotoxic10085",-109.690499252076,34.341320349338
"naive.cytotoxic5929",-114.313036785891,45.3857782419333
"naive.cytotoxic8714",-101.029898417941,13.9556414551588
"naive.cytotoxic5027",-105.584905899003,42.9905990967937
"naive.cytotoxic2000",-115.015433709114,22.753264104818
"naive.cytotoxic10166",-103.365168747412,16.2012842860696
"naive.cytotoxic2618",-109.706007973468,34.1753255801349
"naive.cytotoxic10923",-102.32336323471,35.4766323386693
"naive.cytotoxic9802",-124.067758693491,10.6303237539447
"naive.cytotoxic1475",-113.044077121054,0.505185845623002
"naive.cytotoxic9082",-115.356289669329,23.7216191752381
"naive.cytotoxic9907",-129.789205260749,3.95442045988968
"naive.cytotoxic1895",-105.367569368245,39.2340218765844
"naive.cytotoxic3094",-107.424041342997,5.16733903516382
"naive.cytotoxic11383",-98.9266559141387,17.5708837466094
"naive.cytotoxic6484",-92.4629296912744,-0.36944932483019
"naive.cytotoxic5940",-100.412673586111,10.7201531761803
"naive.cytotoxic8032",-108.142296060613,3.76902365118655
"naive.cytotoxic6678",-104.812136693713,20.1752509245496
"naive.cytotoxic6485",-114.736788398551,18.2795105227241
"naive.cytotoxic3149",-100.727513675504,19.3338052980745
"naive.cytotoxic842",-103.839391307531,36.5668428391609
"naive.cytotoxic11181",-106.385514126995,16.3450265316253
"naive.cytotoxic3591",-100.750878686079,36.1132907649651
"naive.cytotoxic2268",-115.139248946209,25.533492227858
"naive.cytotoxic10997",-103.7546673094,22.9178075920446
"naive.cytotoxic9512",-100.054498126043,29.6127055112203
"naive.cytotoxic6664",-112.509467867632,32.3697451406979
"naive.cytotoxic10288",-120.077620751283,44.0599084950935
"naive.cytotoxic2363",-94.8113524409463,38.5092864383042
"naive.cytotoxic6120",-95.5003014673607,23.5069509466223
"naive.cytotoxic2999",-92.6702581479749,36.1665400319768
"naive.cytotoxic1396",-102.433375380828,13.1600000949066
"naive.cytotoxic10014",-89.3140242519293,28.1198128094611
"naive.cytotoxic602",-107.794133096372,1.94869647368136
"naive.cytotoxic7441",-125.498782272526,11.016375937579
"naive.cytotoxic7255",-118.748572071847,0.926278137701955
"naive.cytotoxic2164",-114.886896905969,18.3457964588608
"naive.cytotoxic668",-108.530589211771,12.3315502790807
"naive.cytotoxic5883",-96.4957746140037,20.9465480519381
"naive.cytotoxic3915",-87.2148873055956,16.0612761879624
"naive.cytotoxic8482",-121.458782902743,-8.99443234733655
"naive.cytotoxic8932",-116.610288074877,15.7661209837291
"naive.cytotoxic11206",-109.868712192609,8.86359479984033
"naive.cytotoxic2875",-122.835615041435,36.4526718859577
"naive.cytotoxic2211",-115.492131186217,31.9632811301653
"naive.cytotoxic9592",-106.518546250946,34.6927705320009
"naive.cytotoxic4118",-110.701423480228,17.6833885242591
"naive.cytotoxic4950",-87.9788920453005,40.4798821998403
"naive.cytotoxic9831",-108.34350297631,32.1579231017738
"naive.cytotoxic5609",-85.9963561143741,73.9581131261516
"naive.cytotoxic3779",-113.400539382907,26.2434866651743
"naive.cytotoxic10564",-105.170959991023,35.5054295276417
"naive.cytotoxic10850",-120.595399962063,22.8839705190199
"naive.cytotoxic5310",-104.445839090159,15.7530147150633
"naive.cytotoxic9956",-109.575085429835,29.9142508857132
"naive.cytotoxic10253",-107.203804569765,23.3201395770993
"naive.cytotoxic568",-111.555438371112,20.121294409342
"naive.cytotoxic5598",-104.231729314646,-2.38330342685051
"naive.cytotoxic7763",-85.1296287659183,50.6576740280148
"naive.cytotoxic7395",-103.239088970119,-17.0447705760398
"naive.cytotoxic911",-93.1547500313478,22.673280592218
"naive.cytotoxic6753",-120.475234036744,0.77368000941852
"naive.cytotoxic836",-118.541759211667,23.1746305387774
"naive.cytotoxic7264",-105.771786917674,37.1893776687877
"naive.cytotoxic6169",-128.037613656451,20.9352568730096
"naive.cytotoxic7273",-113.959967154128,15.512047259005
"naive.cytotoxic6104",-108.670702206007,21.4981317693283
"naive.cytotoxic7768",-114.637346227365,12.8250112980305
"naive.cytotoxic5687",-113.712637817177,30.1355815055335
"naive.cytotoxic8602",-113.795327897194,28.9526679082838
"naive.cytotoxic10472",-90.0635594926792,11.7295660195581
"naive.cytotoxic9799",-110.325350049066,23.9081007918119
"naive.cytotoxic7191",-97.4334932846018,40.006414418911
"naive.cytotoxic1544",-113.538514432335,17.2523537442461
"naive.cytotoxic2923",-90.8334517049042,31.7833365292246
"naive.cytotoxic51",-103.697974564349,27.2107240250653
"naive.cytotoxic6390",-111.051122161321,25.2370746381336
"naive.cytotoxic735",-100.791908818547,18.0343152688042
"naive.cytotoxic3541",-97.1406836098944,-14.6093573972457
"naive.cytotoxic3155",-114.121522768615,4.52641096985003
"naive.cytotoxic5516",-127.908806001167,8.58998752935876
"naive.cytotoxic1012",-110.273413917475,24.166383614414
"naive.cytotoxic1464",-106.791299566423,31.2421687630819
"naive.cytotoxic2526",-134.650356265141,6.53224471367028
"naive.cytotoxic5296",-107.080702335215,38.8807302690276
"naive.cytotoxic10344",-126.359125222257,11.2422733439612
"naive.cytotoxic6308",-102.489655381034,10.7198143432148
"naive.cytotoxic10800",-107.037158382431,27.8900060616899
"naive.cytotoxic2815",-91.2817621427694,10.9139609665196
"naive.cytotoxic8152",-115.54784745052,2.21774615068984
"naive.cytotoxic6020",-106.613222405111,37.7483570261236
"naive.cytotoxic7566",-102.786873980722,35.0652543896608
"naive.cytotoxic3010",-102.896249119483,20.1355092226699
"naive.cytotoxic9636",-91.1910099170695,16.5626004748265
"naive.cytotoxic3027",-104.998303580737,35.6921433758984
"naive.cytotoxic1356",-108.028488982079,16.4211660931647
"naive.cytotoxic4881",-109.894203729643,38.7267477508974
"naive.cytotoxic10508",-103.225893073495,16.5591523899961
"naive.cytotoxic8016",-98.2495421593945,22.2270233130881
"naive.cytotoxic2819",-85.8575434714983,16.3960925088526
"naive.cytotoxic4876",-125.16685191162,11.2001512318659
"naive.cytotoxic7074",-97.9160148690305,13.0126229652242
"naive.cytotoxic6702",-105.154595109535,18.6545663775054
"naive.cytotoxic6270",-113.687929376179,20.2676331464339
"naive.cytotoxic9709",-130.14624732898,34.1297021156521
"naive.cytotoxic4328",-116.80830178109,37.5588028576038
"naive.cytotoxic4513",-109.229812319224,5.0757395492964
"naive.cytotoxic7590",-95.9140258473431,40.3878973966783
"naive.cytotoxic5339",-95.4664422374224,50.4566800702261
"naive.cytotoxic9794",-116.174184706245,13.1475953836658
"naive.cytotoxic8092",-112.527282477916,19.4867628414787
"naive.cytotoxic3123",-100.571716818575,25.115353319881
"naive.cytotoxic1212",-103.364120873307,29.0000985020977
"naive.cytotoxic8874",-101.127146626183,22.1458065446717
"naive.cytotoxic8220",-116.899771757549,16.8912435301528
"naive.cytotoxic11857",-126.156392959887,23.9486621874835
"naive.cytotoxic3447",-104.226461721528,23.883754166484
"naive.cytotoxic5370",-116.131897972256,14.9339672304504
"naive.cytotoxic1484",-121.657759988811,6.08249360783204
"naive.cytotoxic86",-116.177585432877,6.41580611899159
"naive.cytotoxic448",-87.8395943842275,12.8004290617801
"naive.cytotoxic4626",-102.714684036866,14.1676043378479
"naive.cytotoxic2759",-94.6687701256037,36.0748500298366
"naive.cytotoxic7210",-104.706885359341,21.6241437208433
"naive.cytotoxic1406",-110.154169838139,10.2786488876904
"naive.cytotoxic3661",-119.425838548331,31.9282387629952
"naive.cytotoxic1387",-65.3395006553467,88.7226899529859
"naive.cytotoxic4502",-112.097950171244,8.74422151344156
"naive.cytotoxic11015",-107.792384800992,28.2432709784048
"naive.cytotoxic7421",-97.1142313059722,15.3755993072028
"naive.cytotoxic1310",-98.3954174058519,44.8498419949325
"naive.cytotoxic4204",-119.889357296241,17.5646890580407
"naive.cytotoxic9764",-123.78821913643,20.1049478956956
"naive.cytotoxic9058",-108.248284844893,19.0468699249174
"naive.cytotoxic8212",-102.0942363878,31.6037774334918
"naive.cytotoxic8697",-91.5020499295244,18.325834774942
"naive.cytotoxic2185",-117.748353194578,27.8089285020944
"naive.cytotoxic9737",-105.619524069727,28.7529032944142
"naive.cytotoxic3140",-98.6609151426389,31.6473996022659
"naive.cytotoxic4257",-116.290437605161,30.3270917987247
"naive.cytotoxic3956",-98.6603829872699,33.9908090119307
"naive.cytotoxic3159",-100.565060419734,14.0788644218698
"naive.cytotoxic11728",-117.671720329273,0.832101028584405
"naive.cytotoxic10267",-112.316625968278,32.5585746881192
"naive.cytotoxic4221",-116.26405947317,23.339277126994
"naive.cytotoxic8070",-95.1327568899533,7.01555737956399
"naive.cytotoxic9231",-98.1945494122356,8.75367268009436
"naive.cytotoxic8117",-114.934772875495,43.1177268593613
"naive.cytotoxic4464",-111.212798345914,26.0641434461723
"naive.cytotoxic7169",-105.606934012052,21.3018721559732
"naive.cytotoxic177",-119.50900067919,27.895424248179
"naive.cytotoxic5058",-118.825185919317,0.0631501066222398
"naive.cytotoxic5353",-97.8063970106942,-5.77743828989024
"naive.cytotoxic7882",-109.827210263067,28.8264817354984
"naive.cytotoxic372",-112.505516328034,23.99012021934
"naive.cytotoxic1344",-108.265967614325,10.8977340339958
"naive.cytotoxic9571",-113.65825848978,43.7356119814405
"naive.cytotoxic1793",-100.313015273543,40.4192858004979
"naive.cytotoxic2635",-109.917980916902,52.1483520455127
"naive.cytotoxic2063",-115.441067566687,27.1151993956108
"naive.cytotoxic1534",-94.8084396693379,20.3491597775279
"naive.cytotoxic7928",-98.3369383147547,39.8051642170144
"naive.cytotoxic3210",-98.1163224824278,36.9522046933861
"naive.cytotoxic11146",-112.73154640287,35.5354974829394
"naive.cytotoxic8348",-114.949461792686,43.7307878777255
"naive.cytotoxic10375",-115.739078072674,38.0506762407682
"naive.cytotoxic319",-75.3808248304515,49.0609434901048
"naive.cytotoxic11509",-110.634603622223,12.9838310292824
"naive.cytotoxic6949",-100.071519655077,39.7733452443553
"naive.cytotoxic6700",-106.250415028527,31.8006944594745
"naive.cytotoxic1916",-110.074097676998,48.6315890199523
"naive.cytotoxic7085",-116.770736125723,37.6159233766998
"naive.cytotoxic5748",-114.443342965761,19.5412108129421
"naive.cytotoxic9890",-97.1746370488931,24.5502371043036
"naive.cytotoxic8695",-107.008397548186,14.5933434235094
"naive.cytotoxic10609",-113.360593527037,39.8159475912548
"naive.cytotoxic8279",-113.399847799013,40.1431442547977
"naive.cytotoxic467",-105.625404335874,17.7360883521209
"naive.cytotoxic10799",-104.865409471806,3.55404165046429
"naive.cytotoxic2002",-109.294057423958,30.5581780549208
"naive.cytotoxic6377",-108.812277386457,26.3610333733224
"naive.cytotoxic5624",-101.108197432239,7.28280462629082
"naive.cytotoxic2794",-99.8270801891947,14.6934308113134
"naive.cytotoxic7769",-118.617455940463,11.6601923862855
"naive.cytotoxic11381",-116.033907490651,27.3761409457202
"naive.cytotoxic2269",-92.6176557367061,14.4899802834865
"naive.cytotoxic4403",-105.037192683923,21.1168718768196
"naive.cytotoxic4539",-97.9726565023588,14.3995540115379
"naive.cytotoxic9134",-104.056977252416,6.22509334285776
"naive.cytotoxic1304",-121.419620034956,10.5966099150451
"naive.cytotoxic9523",-109.154746060111,17.3361360727011
"naive.cytotoxic8873",-42.1157613014467,107.542889798525
"naive.cytotoxic7804",-105.98568014687,30.6102039166206
"naive.cytotoxic6855",-115.613984794186,32.8789554486132
"naive.cytotoxic10662",-106.221220770997,31.2029452717651
"naive.cytotoxic9261",-105.658632880494,14.1860635878452
"naive.cytotoxic4819",-109.880426721332,34.3222941634585
"naive.cytotoxic9450",-98.0448864793314,27.9242945056088
"naive.cytotoxic1260",-121.922241990533,36.5267701643896
"naive.cytotoxic4577",-126.008881817685,18.5851092620396
"naive.cytotoxic4147",-114.342598612809,32.7999302895414
"naive.cytotoxic410",-113.252677036004,23.7185334406501
"naive.cytotoxic3372",-125.997057571566,31.8263846639674
"naive.cytotoxic11634",-115.343493329094,53.583808583705
"naive.cytotoxic11710",-97.0051447650693,25.1236789529621
"naive.cytotoxic7922",-112.26147985315,10.1259417043737
"naive.cytotoxic2024",-101.495148500808,0.0476027483598701
"naive.cytotoxic11503",-105.798524800539,35.3303723445139
"naive.cytotoxic8676",-97.3823927202415,29.7379234818237
"naive.cytotoxic386",-118.110800222316,26.8766917168416
"naive.cytotoxic1410",-113.36289626077,17.3249978010691
"naive.cytotoxic2882",-111.149062071847,15.6125864814963
"naive.cytotoxic11077",-123.500789320671,34.7179029123411
"naive.cytotoxic8625",-105.364216244697,19.3308305438545
"naive.cytotoxic10683",-113.518734550723,27.8882892243156
"naive.cytotoxic7661",-110.158323891383,15.2641750643293
"naive.cytotoxic3768",-124.679215561081,34.7251132779207
"naive.cytotoxic8177",-113.130095960315,14.9290722582483
"naive.cytotoxic6406",-111.239676772446,23.8199533473451
"naive.cytotoxic4650",-107.062184917145,21.2523924681024
"naive.cytotoxic4084",-109.414054442251,9.03597210790542
"naive.cytotoxic6359",-104.726093332364,27.5971008822843
"naive.cytotoxic1312",-99.5428499497214,23.0883769193055
"naive.cytotoxic9301",-116.026843955003,19.2916398439881
"naive.cytotoxic45",-92.2698881865657,19.0079756594673
"naive.cytotoxic2025",-110.291406748055,46.2203827931272
"naive.cytotoxic5645",-96.977099338948,20.3580081082463
"naive.cytotoxic2286",-114.988645440364,40.788434882905
"naive.cytotoxic5601",-125.333666623944,22.063248029811
"naive.cytotoxic11107",-111.141860008901,24.6130394088836
"naive.cytotoxic10937",-110.496749299298,23.027971790596
"naive.cytotoxic375",-114.062361251049,34.2102339550562
"naive.cytotoxic265",-97.9170173736718,-10.9544372438418
"naive.cytotoxic3841",-98.7652333614531,13.1751072358085
"naive.cytotoxic11671",-113.480296197434,11.7511511032759
"naive.cytotoxic10811",-113.62274843273,37.4869769864086
"naive.cytotoxic11922",-117.356658927497,49.6585154130695
"naive.cytotoxic3427",-106.738733851732,24.3548008082689
"naive.cytotoxic7296",-121.310068441361,43.5406615893139
"naive.cytotoxic3951",-113.730322521265,6.82656479464722
"naive.cytotoxic6310",-106.086530468041,27.9038711214421
"naive.cytotoxic3037",-98.4201872783135,23.5666878652926
"naive.cytotoxic3076",-95.3391888885344,24.6843018022486
"naive.cytotoxic7941",-101.678791376515,38.1957342191896
"naive.cytotoxic6667",-99.9074303889683,26.02210289564
"naive.cytotoxic7639",-111.240279707358,25.2820801942618
"naive.cytotoxic4678",-101.836811991697,36.5701311523312
"naive.cytotoxic5200",-93.3807320733429,21.7659633094192
"naive.cytotoxic6269",-103.647070967658,30.2738735358614
"naive.cytotoxic1317",-94.7983921135878,48.053217693474
"naive.cytotoxic3238",-94.9487549159252,8.38969268056395
"naive.cytotoxic2949",-99.6492148224658,19.7572210258367
"naive.cytotoxic10145",-94.6837986004552,10.9547529202269
"naive.cytotoxic9650",-62.8045646655164,42.6845906024012
"naive.cytotoxic9830",-115.90899079367,27.7262611715676
"naive.cytotoxic10153",-100.709678263227,14.6385998613196
"naive.cytotoxic10448",-111.804119508324,19.7923415793177
"naive.cytotoxic3784",-112.884522440573,-0.757944057938338
"naive.cytotoxic4098",-106.866766972897,36.7710117980317
"naive.cytotoxic6190",-91.6598390762243,15.3485131508468
"naive.cytotoxic4370",-114.377738981658,29.0697878529702
"naive.cytotoxic2764",-96.0354816301659,48.8675935194779
"naive.cytotoxic4170",-116.019009138925,34.368042827993
"naive.cytotoxic6876",-111.082391191217,29.9088646789869
"naive.cytotoxic10509",-102.485811285233,30.248592205524
"naive.cytotoxic9951",-48.3238627867993,31.745607044821
"naive.cytotoxic4388",-83.3505639601621,46.9879355441831
"naive.cytotoxic1738",-102.760055012531,12.9606488431498
"naive.cytotoxic6185",-112.946986533413,15.2691652298426
"naive.cytotoxic1143",-120.792092402017,29.1672621110329
"naive.cytotoxic7442",-99.1035596568627,34.500796426851
"naive.cytotoxic7603",-109.381015549049,32.5147361468044
"naive.cytotoxic8619",-101.401282694461,37.8527800582996
"naive.cytotoxic9227",-111.626846431835,22.7857143581873
"naive.cytotoxic4526",-103.688129187995,24.4668974097051
"naive.cytotoxic7047",-114.614440700073,19.1757808438461
"naive.cytotoxic11361",-99.0854899522797,20.6554192610582
"naive.cytotoxic7640",-114.286729553604,31.1909528616579
"naive.cytotoxic2028",-33.4441659066886,73.9563082954483
"naive.cytotoxic2134",-121.269514315131,34.2522508154451
"naive.cytotoxic882",-91.633031299165,33.2094055895463
"naive.cytotoxic9309",-120.824425247544,10.6073187592102
"naive.cytotoxic5925",-117.935696024541,48.5292909284394
