"","x"
"1739","alpha"
"1740","beta"
"1741","alpha"
"1742","alpha"
"1743","delta"
"1744","alpha"
"1745","acinar"
"1746","mesenchymal"
"1747","alpha"
"1748","duct"
"1749","alpha"
"1750","alpha"
"1751","delta"
"1752","alpha"
"1753","duct"
"1754","alpha"
"1755","alpha"
"1756","beta"
"1757","alpha"
"1758","delta"
"1759","beta"
"1760","alpha"
"1761","mesenchymal"
"1762","mesenchymal"
"1763","alpha"
"1764","alpha"
"1765","acinar"
"1766","beta"
"1767","alpha"
"1768","alpha"
"1769","mesenchymal"
"1770","mesenchymal"
"1771","duct"
"1772","beta"
"1773","beta"
"1774","alpha"
"1775","alpha"
"1776","beta"
"1777","beta"
"1778","pp"
"1779","alpha"
"1780","duct"
"1781","delta"
"1782","alpha"
"1783","alpha"
"1784","pp"
"1785","delta"
"1786","delta"
"1787","alpha"
"1788","alpha"
"1789","alpha"
"1790","alpha"
"1791","alpha"
"1792","alpha"
"1793","alpha"
"1794","alpha"
"1795","duct"
"1796","alpha"
"1797","alpha"
"1798","alpha"
"1799","beta"
"1800","alpha"
"1801","beta"
"1802","mesenchymal"
"1803","alpha"
"1804","alpha"
"1805","alpha"
"1806","delta"
"1807","alpha"
"1808","acinar"
"1809","alpha"
"1810","alpha"
"1811","alpha"
"1812","duct"
"1813","alpha"
"1814","beta"
"1815","beta"
"1816","beta"
"1817","beta"
"1818","beta"
"1819","alpha"
"1820","alpha"
"1821","beta"
"1822","mesenchymal"
"1823","alpha"
"1824","mesenchymal"
"1825","delta"
"1826","acinar"
"1827","alpha"
"1828","alpha"
"1829","beta"
"1830","alpha"
"1831","delta"
"1832","alpha"
"1833","beta"
"1834","mesenchymal"
"1835","alpha"
"1836","alpha"
"1837","delta"
"1838","delta"
"1839","beta"
"1840","beta"
"1841","alpha"
"1842","alpha"
"1843","beta"
"1844","delta"
"1845","duct"
"1846","alpha"
"1847","delta"
"1848","alpha"
"1849","beta"
"1850","duct"
"1851","acinar"
"1852","alpha"
"1853","alpha"
"1854","endothelial"
"1855","beta"
"1856","beta"
"1857","alpha"
"1858","delta"
"1859","alpha"
"1860","duct"
"1861","beta"
"1862","beta"
"1863","mesenchymal"
"1864","alpha"
"1865","alpha"
"1866","duct"
"1867","delta"
"1868","beta"
"1869","alpha"
"1870","delta"
"1871","acinar"
"1872","alpha"
"1873","alpha"
"1874","alpha"
"1875","delta"
"1876","alpha"
"1877","alpha"
"1878","alpha"
"1879","delta"
"1880","duct"
"1881","delta"
"1882","alpha"
"1883","mesenchymal"
"1884","duct"
"1885","alpha"
"1886","beta"
"1887","beta"
"1888","mesenchymal"
"1889","alpha"
"1890","alpha"
"1891","duct"
"1892","alpha"
"1893","alpha"
"1894","alpha"
"1895","duct"
"1896","alpha"
"1897","duct"
"1898","alpha"
"1899","alpha"
"1900","beta"
"1901","alpha"
"1902","alpha"
"1903","alpha"
"1904","alpha"
"1905","duct"
"1906","alpha"
"1907","mesenchymal"
"1908","duct"
"1909","delta"
"1910","alpha"
"1911","alpha"
"1912","acinar"
"1913","alpha"
"1914","mesenchymal"
"1915","duct"
"1916","alpha"
"1917","beta"
"1918","alpha"
"1919","alpha"
"1920","beta"
"1921","alpha"
"1922","alpha"
"1923","alpha"
"1924","beta"
"1925","alpha"
"1926","mesenchymal"
"1927","beta"
"1928","delta"
"1929","acinar"
"1930","acinar"
"1931","beta"
"1932","alpha"
"1933","alpha"
"1934","alpha"
"1935","alpha"
"1936","beta"
"1937","duct"
"1938","duct"
"1939","duct"
"1940","alpha"
"1941","mesenchymal"
"1942","mesenchymal"
"1943","duct"
"1944","beta"
"1945","alpha"
"1946","duct"
"1947","alpha"
"1948","delta"
"1949","delta"
"1950","alpha"
"1951","alpha"
"1952","mesenchymal"
"1953","delta"
"1954","delta"
"1955","alpha"
"1956","beta"
"1957","delta"
"1958","alpha"
"1959","alpha"
"1960","alpha"
"1961","alpha"
"1962","alpha"
"1963","mesenchymal"
"1964","duct"
"1965","beta"
"1966","alpha"
"1967","duct"
"1968","delta"
"1969","acinar"
"1970","alpha"
"1971","duct"
"1972","alpha"
"1973","beta"
"1974","duct"
"1975","duct"
"1976","alpha"
"1977","duct"
"1978","acinar"
"1979","duct"
"1980","alpha"
"1981","beta"
"1982","duct"
"1983","alpha"
"1984","alpha"
"1985","alpha"
"1986","alpha"
"1987","beta"
"1988","beta"
"1989","duct"
"1990","mesenchymal"
"1991","duct"
"1992","alpha"
"1993","alpha"
"1994","duct"
"1995","alpha"
"1996","alpha"
"1997","alpha"
"1998","beta"
"1999","alpha"
"2000","alpha"
"2001","mesenchymal"
"2002","alpha"
"2003","pp"
"2004","alpha"
"2005","delta"
"2006","duct"
"2007","acinar"
"2008","mesenchymal"
"2009","duct"
"2010","delta"
"2011","alpha"
"2012","alpha"
"2013","delta"
"2014","alpha"
"2015","acinar"
"2016","mesenchymal"
"2017","delta"
"2018","alpha"
"2019","alpha"
"2020","alpha"
"2021","alpha"
"2022","alpha"
"2023","mesenchymal"
"2024","alpha"
"2025","acinar"
"2026","delta"
"2027","alpha"
"2028","alpha"
"2029","mesenchymal"
"2030","beta"
"2031","duct"
"2032","delta"
"2033","beta"
"2034","beta"
"2035","alpha"
"2036","mesenchymal"
"2037","beta"
"2038","alpha"
"2039","duct"
"2040","beta"
"2041","alpha"
"2042","mesenchymal"
"2043","alpha"
"2044","duct"
"2045","alpha"
"2046","mesenchymal"
"2047","mesenchymal"
"2048","alpha"
"2049","alpha"
"2050","alpha"
"2051","alpha"
"2052","duct"
"2053","delta"
"2054","alpha"
"2055","acinar"
"2056","beta"
"2057","alpha"
"2058","acinar"
"2059","alpha"
"2060","alpha"
"2061","acinar"
"2062","alpha"
"2063","alpha"
"2064","beta"
"2065","duct"
"2066","delta"
"2067","alpha"
"2068","alpha"
"2069","duct"
"2070","delta"
"2071","beta"
"2072","alpha"
"2073","beta"
"2074","duct"
"2075","delta"
"2076","beta"
"2077","beta"
"2078","duct"
"2079","alpha"
"2080","alpha"
"2081","duct"
"2082","alpha"
"2083","alpha"
"2084","alpha"
"2085","beta"
"2086","duct"
"2087","alpha"
"2088","alpha"
"2089","alpha"
"2090","alpha"
"2091","alpha"
"2092","beta"
"2093","duct"
"2094","duct"
"2095","beta"
"2096","acinar"
"2097","alpha"
"2098","alpha"
"2099","beta"
"2100","mesenchymal"
"2101","alpha"
"2102","duct"
"2103","alpha"
"2104","alpha"
"2105","alpha"
"2106","pp"
"2107","alpha"
"2108","delta"
"2109","mesenchymal"
"2110","beta"
"2111","acinar"
"2112","alpha"
"2113","beta"
"2114","beta"
"2115","alpha"
"2116","alpha"
"2117","delta"
"2118","alpha"
"2119","alpha"
"2120","alpha"
"2121","acinar"
"2122","alpha"
"2123","delta"
"2124","alpha"
"2125","duct"
"2126","alpha"
"2127","duct"
"2128","alpha"
"2129","acinar"
"2130","beta"
"2131","beta"
"2132","delta"
"2133","acinar"
"2134","alpha"
"2135","alpha"
"2136","acinar"
"2137","delta"
"2138","mesenchymal"
"2139","delta"
"2140","delta"
"2141","mesenchymal"
"2142","duct"
"2143","alpha"
"2144","mesenchymal"
"2145","acinar"
"2146","alpha"
"2147","alpha"
"2148","alpha"
"2149","alpha"
"2150","beta"
"2151","alpha"
"2152","duct"
"2153","alpha"
"2154","beta"
"2155","alpha"
"2156","duct"
"2157","alpha"
"2158","delta"
"2159","beta"
"2160","delta"
"2161","beta"
"2162","alpha"
"2163","alpha"
"2164","alpha"
"2165","beta"
"2166","beta"
"2167","alpha"
"2168","alpha"
"2169","alpha"
"2170","alpha"
"2171","alpha"
"2172","beta"
"2173","alpha"
"2174","mesenchymal"
"2175","alpha"
"2176","duct"
"2177","alpha"
"2178","beta"
"2179","alpha"
"2180","alpha"
"2181","beta"
"2182","beta"
"2183","mesenchymal"
"2184","beta"
"2185","duct"
"2186","duct"
"2187","duct"
"2188","mesenchymal"
"2189","alpha"
"2190","duct"
"2191","delta"
"2192","endothelial"
"2193","acinar"
"2194","alpha"
"2195","alpha"
"2196","beta"
"2197","alpha"
"2198","alpha"
"2199","delta"
"2200","duct"
"2201","alpha"
"2202","beta"
"2203","alpha"
"2204","duct"
"2205","delta"
"2206","alpha"
"2207","alpha"
"2208","beta"
"2209","alpha"
"2210","beta"
"2211","mesenchymal"
"2212","beta"
"2213","beta"
"2214","mesenchymal"
"2215","alpha"
"2216","alpha"
"2217","duct"
"2218","beta"
"2219","alpha"
"2220","mesenchymal"
"2221","alpha"
"2222","beta"
"2223","alpha"
"2224","duct"
"2225","alpha"
"2226","delta"
"2227","acinar"
"2228","endothelial"
"2229","beta"
"2230","acinar"
"2231","acinar"
"2232","duct"
"2233","alpha"
"2234","delta"
"2235","alpha"
"2236","alpha"
"2237","beta"
"2238","beta"
"2239","alpha"
"2240","alpha"
"2241","beta"
"2242","mesenchymal"
"2243","beta"
"2244","alpha"
"2245","alpha"
"2246","alpha"
"2247","delta"
"2248","mesenchymal"
"2249","beta"
"2250","mesenchymal"
"2251","beta"
"2252","acinar"
"2253","alpha"
"2254","acinar"
"2255","delta"
"2256","alpha"
"2257","beta"
"2258","acinar"
"2259","alpha"
"2260","alpha"
"2261","beta"
"2262","beta"
"2263","alpha"
"2264","alpha"
"2265","alpha"
"2266","alpha"
"2267","alpha"
"2268","beta"
"2269","acinar"
"2270","duct"
"2271","alpha"
"2272","acinar"
"2273","beta"
"2274","delta"
"2275","endothelial"
"2276","delta"
"2277","alpha"
"2278","alpha"
"2279","mesenchymal"
"2280","alpha"
"2281","duct"
"2282","mesenchymal"
